id,주제,theme,한국어,English,Espanol,中文
682,독서와 지식,Reading,읽은 뒤 한 줄이라도 실천하면 그 책은 값을 한다.,Act on one line and the book has paid for itself.,Aplica una línea y el libro ya se pagó solo.,读后哪怕实践一句，这本书就值了。
683,독서와 지식,Reading,정보는 넘치지만 이해는 여전히 귀하다.,Information overflows; understanding stays rare.,Sobra información; escasea la comprensión.,信息泛滥，理解依然稀缺。
684,독서와 지식,Reading,검색은 답을 주고 독서는 질문을 준다.,Search gives answers; reading gives questions.,Buscar da respuestas; leer da preguntas.,搜索给答案，阅读给问题。
685,독서와 지식,Reading,좋은 책은 읽는 속도를 늦추게 만든다.,A good book slows your reading down.,Un buen libro te obliga a leer más despacio.,好书，会让你读得更慢。
686,독서와 지식,Reading,아는 것이 많아질수록 모르는 것도 늘어난다.,"The more you know, the more you find you do not.","Cuanto más sabes, más descubres que ignoras.",知道得越多，不知道的也越多。
687,독서와 지식,Reading,메모 없는 독서는 물을 체로 뜨는 일이다.,Reading without notes is carrying water in a sieve.,Leer sin apuntes es llevar agua en un colador.,不做笔记的阅读，像用筛子舀水。
688,독서와 지식,Reading,어려운 문장을 견디는 힘이 사고력을 키운다.,The stamina to sit with hard sentences builds thinking.,Soportar frases difíciles fortalece el pensamiento.,忍受难句的能力，锻炼思维。
689,독서와 지식,Reading,고전이 살아남은 이유는 여전히 유용하기 때문이다.,Classics survive because they are still useful.,Los clásicos sobreviven porque siguen sirviendo.,经典之所以留存，因为它仍然有用。
690,독서와 지식,Reading,남의 생각을 읽는 시간이 내 생각을 만든다.,Time spent reading others shapes your own thinking.,El tiempo leyendo a otros forma tu pensamiento.,读别人的想法，塑造自己的想法。
691,독서와 지식,Reading,한 페이지라도 매일 읽는 사람을 이길 수 없다.,You cannot outpace someone who reads a page a day.,No superarás a quien lee una página cada día.,每天读一页的人，无人能敌。
692,독서와 지식,Reading,지식은 나눌수록 줄지 않고 늘어난다.,Knowledge shared does not shrink; it grows.,El conocimiento compartido no mengua; crece.,知识越分享，越增长。
693,독서와 지식,Reading,읽는 목적이 분명하면 속도는 저절로 붙는다.,Read with a clear purpose and speed follows.,Lee con un propósito claro y la velocidad llegará.,目的明确，速度自然就来。
694,독서와 지식,Reading,출처를 확인하는 습관이 판단력을 지킨다.,Checking sources protects your judgment.,Verificar las fuentes protege tu juicio.,核实出处的习惯，守护判断力。
695,독서와 지식,Reading,다 읽지 못한 책도 읽은 만큼 남는다.,An unfinished book still leaves what you read.,Un libro sin terminar deja lo que leíste.,没读完的书，也留下读过的部分。
696,독서와 지식,Reading,같은 문장을 다르게 이해하는 것이 성장의 증거다.,Understanding the same sentence differently proves you grew.,Entender distinto la misma frase prueba que creciste.,同一句话有新的理解，就是成长的证据。
697,독서와 지식,Reading,책값보다 비싼 것은 읽지 않은 시간이다.,What costs more than a book is the time you did not read.,Más caro que un libro es el tiempo sin leerlo.,比书价更贵的，是没读书的时间。
698,독서와 지식,Reading,배운 것을 남에게 설명할 때 지식이 내 것이 된다.,Knowledge becomes yours when you explain it to someone.,El saber se vuelve tuyo cuando lo explicas.,把学到的讲给别人听，知识才属于你。
699,독서와 지식,Reading,서점에 자주 가는 사람은 생각이 늙지 않는다.,Those who visit bookstores keep their thinking young.,Quien frecuenta librerías mantiene joven el pensamiento.,常逛书店的人，思想不会变老。
700,독서와 지식,Reading,읽지 않고 판단하면 편견만 굳어진다.,Judge without reading and only prejudice hardens.,Juzgar sin leer solo endurece los prejuicios.,不读就判断，只会固化偏见。
701,리스크와 불확실성,Risk,모든 것이 확실해질 때까지 기다리면 아무것도 남지 않는다.,Wait until everything is certain and nothing will be left.,"Si esperas certeza total, no quedará nada.",等到一切都确定，就什么都不剩了。
702,리스크와 불확실성,Risk,감당할 수 있는 크기의 위험만 감수하라.,Take only the risk you can survive.,Asume solo el riesgo que puedas sobrevivir.,只承担你能承受的风险。
703,리스크와 불확실성,Risk,최악을 계산해 두면 두려움이 줄어든다.,Calculate the worst case and fear shrinks.,Calcula el peor escenario y el miedo se reduce.,算清最坏情况，恐惧就减少。
704,리스크와 불확실성,Risk,한 번에 전부를 걸지 마라.,Never stake everything on one throw.,Nunca lo apuestes todo de una vez.,不要一次押上全部。
705,리스크와 불확실성,Risk,위험을 피하는 것도 하나의 위험이다.,Avoiding risk is itself a risk.,Evitar el riesgo también es un riesgo.,回避风险，本身也是风险。
706,리스크와 불확실성,Risk,되돌릴 수 있는 실험은 많이 할수록 좋다.,"The more reversible experiments, the better.","Cuantos más experimentos reversibles, mejor.",可逆的实验，做得越多越好。
707,리스크와 불확실성,Risk,불확실성은 없애는 것이 아니라 줄이는 것이다.,"Uncertainty is reduced, not removed.","La incertidumbre se reduce, no se elimina.",不确定性只能减少，无法消除。
708,리스크와 불확실성,Risk,안전장치를 먼저 만든 뒤에 뛰어라.,"Build the safety net first, then jump.","Construye la red primero, luego salta.",先做好安全网，再往下跳。
709,리스크와 불확실성,Risk,모두가 안전하다고 말할 때가 가장 위험하다.,It is most dangerous when everyone calls it safe.,Lo más peligroso es cuando todos lo llaman seguro.,所有人都说安全时，最危险。
710,리스크와 불확실성,Risk,잃어도 되는 만큼만 걸어라.,Wager only what you can afford to lose.,Apuesta solo lo que puedas permitirte perder.,只押你输得起的部分。
711,리스크와 불확실성,Risk,계획 B가 있는 사람이 계획 A를 과감하게 실행한다.,Having a plan B lets you commit boldly to plan A.,Tener un plan B permite ejecutar el plan A con audacia.,有B计划的人，才敢果断执行A计划。
712,리스크와 불확실성,Risk,예측하려 하지 말고 대비하라.,Do not try to predict; prepare instead.,No intentes predecir; prepárate.,不要预测，要准备。
713,리스크와 불확실성,Risk,생존이 우선이고 수익은 그다음이다.,"Survival first, returns second.","Primero sobrevivir, luego rendir.",先生存，再谈收益。
714,리스크와 불확실성,Risk,위험은 모르는 데서 오지 아는 데서 오지 않는다.,Risk comes from what you do not know.,El riesgo viene de lo que no sabes.,风险来自未知，而非已知。
715,리스크와 불확실성,Risk,한 가지에만 의존하는 구조는 언젠가 무너진다.,A structure resting on one pillar eventually falls.,Una estructura con un solo pilar acaba cayendo.,只靠一根支柱的结构，终会倒塌。
716,리스크와 불확실성,Risk,작게 실패해 보는 것이 가장 싼 보험이다.,Failing small is the cheapest insurance.,Fracasar en pequeño es el seguro más barato.,小失败，是最便宜的保险。
717,리스크와 불확실성,Risk,확률이 낮아도 손실이 크면 피하라.,"Avoid it if the loss is huge, however low the odds.","Evítalo si la pérdida es enorme, por baja que sea la probabilidad.",概率再低，损失巨大就要回避。
718,리스크와 불확실성,Risk,모르는 것을 모른다고 인정하는 것이 첫 번째 방어선이다.,Admitting what you do not know is the first line of defense.,Reconocer lo que ignoras es la primera defensa.,承认自己的无知，是第一道防线。
719,리스크와 불확실성,Risk,위기는 예고 없이 오지만 준비는 예고 없이 도와준다.,Crises come without warning; preparation helps without notice.,Las crisis llegan sin avisar; la preparación ayuda sin anunciarse.,危机不打招呼，准备也悄然相助。
720,리스크와 불확실성,Risk,모든 달걀을 한 바구니에 담지 않는 이유는 바구니를 못 믿어서다.,We split the eggs because we cannot trust the basket.,Separamos los huevos porque no confiamos en la cesta.,不把鸡蛋放一个篮子，是因为不信任篮子。
721,리스크와 불확실성,Risk,여유 자금과 여유 시간이 최고의 방패다.,Spare money and spare time are the best shields.,El dinero y el tiempo de reserva son el mejor escudo.,余钱与余闲，是最好的盾牌。
722,리스크와 불확실성,Risk,불확실한 상황에서는 단순한 원칙이 이긴다.,"In uncertainty, simple rules win.",En la incertidumbre ganan las reglas simples.,不确定之中，简单原则取胜。
723,리스크와 불확실성,Risk,남들이 두려워할 때 기회가 만들어진다.,Opportunity forms while others are afraid.,La oportunidad nace cuando otros temen.,别人恐惧时，机会正在形成。
724,리스크와 불확실성,Risk,위험을 계량하면 감정이 개입할 자리가 줄어든다.,Quantify the risk and emotion has less room.,Cuantifica el riesgo y la emoción tendrá menos espacio.,把风险量化，情绪就少了插足之地。
725,리스크와 불확실성,Risk,배가 항구에 있으면 안전하지만 그것이 배의 목적은 아니다.,"A ship in harbor is safe, but that is not its purpose.","Un barco en puerto está seguro, pero no es su propósito.",船停在港口最安全，但那不是船的用途。
726,정리와 단순함,Simplicity,복잡한 것을 단순하게 만드는 것이 실력이다.,Skill is making the complex simple.,La habilidad es simplificar lo complejo.,把复杂变简单，就是本事。
